locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKLDPBFD_03593	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
GKLDPBFD_03594	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
GKLDPBFD_03595	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
GKLDPBFD_03596	tRNA	88				tRNA-Ser(tga)
GKLDPBFD_03597	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
GKLDPBFD_03598	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
GKLDPBFD_03599	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
GKLDPBFD_03600	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
GKLDPBFD_03601	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
GKLDPBFD_03602	CDS	858				hypothetical protein
GKLDPBFD_03603	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
GKLDPBFD_03604	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
GKLDPBFD_03605	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
GKLDPBFD_03606	CDS	1299	appA			Periplasmic AppA protein
GKLDPBFD_03607	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
GKLDPBFD_03608	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
GKLDPBFD_03609	CDS	1140				hypothetical protein
GKLDPBFD_03610	CDS	2097				hypothetical protein
GKLDPBFD_03611	CDS	747				hypothetical protein
GKLDPBFD_03612	CDS	645	gfcB_2			putative lipoprotein GfcB
GKLDPBFD_03613	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
GKLDPBFD_03614	CDS	213	cspG		COG1278	Cold shock-like protein CspG
GKLDPBFD_03615	CDS	174	gnsA			Protein GnsA
GKLDPBFD_03616	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
GKLDPBFD_03617	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
GKLDPBFD_03618	CDS	1029	torT		COG1879	Periplasmic protein TorT
GKLDPBFD_03619	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
GKLDPBFD_03620	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
GKLDPBFD_03621	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
GKLDPBFD_03622	CDS	600	torD		COG3381	Chaperone protein TorD
GKLDPBFD_03623	CDS	306	cbpM			Chaperone modulatory protein CbpM
GKLDPBFD_03624	CDS	921	cbpA		COG2214	Curved DNA-binding protein
GKLDPBFD_03625	CDS	1260				hypothetical protein
GKLDPBFD_03626	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
GKLDPBFD_03627	CDS	228	yccJ			putative protein YccJ
GKLDPBFD_03628	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
GKLDPBFD_03629	CDS	174				hypothetical protein
GKLDPBFD_03630	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
GKLDPBFD_03631	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
GKLDPBFD_03632	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
GKLDPBFD_03633	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
GKLDPBFD_03634	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
GKLDPBFD_03635	CDS	696	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GKLDPBFD_03636	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
GKLDPBFD_03637	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
GKLDPBFD_03638	CDS	3963	putA		COG0506	Bifunctional protein PutA
GKLDPBFD_03639	CDS	1509	putP		COG0591	Sodium/proline symporter
GKLDPBFD_03640	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
GKLDPBFD_03641	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
GKLDPBFD_03642	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
GKLDPBFD_03643	CDS	297				hypothetical protein
GKLDPBFD_03644	CDS	789	phoH		COG1702	Protein PhoH
GKLDPBFD_03645	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
GKLDPBFD_03646	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
GKLDPBFD_03647	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
GKLDPBFD_03648	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
GKLDPBFD_03649	CDS	1359	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
GKLDPBFD_03650	CDS	546				hypothetical protein
GKLDPBFD_03651	CDS	987				hypothetical protein
GKLDPBFD_03652	CDS	1203	intA_2		COG0582	Prophage integrase IntA
GKLDPBFD_03653	CDS	1818				hypothetical protein
GKLDPBFD_03654	CDS	1113				hypothetical protein
GKLDPBFD_03655	CDS	141				hypothetical protein
GKLDPBFD_03656	CDS	1113			COG3385	IS4 family transposase IS421
GKLDPBFD_03657	CDS	318				hypothetical protein
GKLDPBFD_03658	CDS	564				hypothetical protein
GKLDPBFD_03659	CDS	2361				hypothetical protein
GKLDPBFD_03660	CDS	348				IS66 family transposase ISKpn24
GKLDPBFD_03661	CDS	264				hypothetical protein
GKLDPBFD_03662	CDS	405				hypothetical protein
GKLDPBFD_03663	CDS	1029				IS66 family transposase ISCro1
GKLDPBFD_03664	CDS	348				hypothetical protein
GKLDPBFD_03665	CDS	648				hypothetical protein
GKLDPBFD_03666	CDS	552				IS3 family transposase IS2
GKLDPBFD_03667	CDS	255				hypothetical protein
GKLDPBFD_03668	CDS	351				hypothetical protein
GKLDPBFD_03669	CDS	426				hypothetical protein
GKLDPBFD_03670	CDS	405				IS66 family transposase ISEc8
GKLDPBFD_03671	CDS	2091	cirA_2		COG4771	Colicin I receptor
GKLDPBFD_03672	CDS	219				hypothetical protein
GKLDPBFD_03673	CDS	129				hypothetical protein
GKLDPBFD_03674	CDS	195				hypothetical protein
GKLDPBFD_03675	CDS	273				hypothetical protein
GKLDPBFD_03676	CDS	198				hypothetical protein
GKLDPBFD_03677	CDS	1125	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
GKLDPBFD_03678	CDS	294			COG1662	IS1 family transposase IS1X2
GKLDPBFD_03679	CDS	459				hypothetical protein
GKLDPBFD_03680	CDS	510				hypothetical protein
GKLDPBFD_03681	CDS	624				hypothetical protein
GKLDPBFD_03682	CDS	234				hypothetical protein
GKLDPBFD_03683	CDS	192				hypothetical protein
GKLDPBFD_03684	CDS	1047				hypothetical protein
GKLDPBFD_03685	CDS	2682	recD_2	3.1.11.5		RecBCD enzyme subunit RecD
GKLDPBFD_03686	CDS	1233	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
GKLDPBFD_03687	CDS	639	ybdM_2		COG1475	putative protein YbdM
GKLDPBFD_03688	CDS	645				hypothetical protein
GKLDPBFD_03689	CDS	501				hypothetical protein
GKLDPBFD_03690	CDS	249				IS3 family transposase IS629
GKLDPBFD_03691	CDS	426				hypothetical protein
GKLDPBFD_03692	CDS	291				hypothetical protein
GKLDPBFD_03693	CDS	186				hypothetical protein
GKLDPBFD_03694	CDS	744	glxR_2		COG0664	CRP-like cAMP-activated global transcriptional regulator
GKLDPBFD_03695	CDS	1368	rhmT			Inner membrane transport protein RhmT
GKLDPBFD_03696	CDS	1113	menC_2	4.2.1.113		o-succinylbenzoate synthase
GKLDPBFD_03697	CDS	267				hypothetical protein
GKLDPBFD_03698	CDS	276				IS3 family transposase ISEc25
GKLDPBFD_03699	CDS	888				IS3 family transposase IS629
GKLDPBFD_03700	CDS	2199	iutA			Ferric aerobactin receptor
GKLDPBFD_03701	CDS	1338	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
GKLDPBFD_03702	CDS	1743	iucC	6.3.2.39	COG4264	Aerobactin synthase
GKLDPBFD_03703	CDS	948	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
GKLDPBFD_03704	CDS	1725	iucA	6.3.2.38		N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
GKLDPBFD_03705	CDS	1194				hypothetical protein
GKLDPBFD_03706	CDS	459				IS3 family transposase IS1203
GKLDPBFD_03707	CDS	447				IS3 family transposase IS629
GKLDPBFD_03708	CDS	876	hdfR_3			HTH-type transcriptional regulator HdfR
GKLDPBFD_03709	CDS	1389		4.2.1.79		2-methylcitrate dehydratase
GKLDPBFD_03710	CDS	1365	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
GKLDPBFD_03711	CDS	1173	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase
GKLDPBFD_03712	CDS	1368	dcuD_3		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
GKLDPBFD_03713	CDS	1404	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
GKLDPBFD_03714	CDS	498				hypothetical protein
GKLDPBFD_03715	CDS	648	flu		COG3468	Antigen 43
GKLDPBFD_03716	CDS	315				hypothetical protein
GKLDPBFD_03717	CDS	486	klcA			Antirestriction protein KlcA
GKLDPBFD_03718	CDS	477				hypothetical protein
GKLDPBFD_03719	CDS	222				hypothetical protein
GKLDPBFD_03720	CDS	114				hypothetical protein
GKLDPBFD_03721	CDS	375	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
GKLDPBFD_03722	CDS	375	cbtA_2			Cytoskeleton-binding toxin CbtA
GKLDPBFD_03723	CDS	492				hypothetical protein
GKLDPBFD_03724	CDS	198				hypothetical protein
GKLDPBFD_03725	CDS	843				hypothetical protein
GKLDPBFD_03726	tRNA	88				tRNA-Ser(gga)
GKLDPBFD_03727	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
GKLDPBFD_03728	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
GKLDPBFD_03729	CDS	555	ycdY		COG3381	Chaperone protein YcdY
GKLDPBFD_03730	CDS	522	ycdZ			Inner membrane protein YcdZ
GKLDPBFD_03731	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
GKLDPBFD_03732	CDS	417	csgF			Curli production assembly/transport component CsgF
GKLDPBFD_03733	CDS	390	csgE			Curli production assembly/transport component CsgE
GKLDPBFD_03734	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
GKLDPBFD_03735	CDS	456	csgB			Minor curlin subunit
GKLDPBFD_03736	CDS	456	csgA			Major curlin subunit
GKLDPBFD_03737	CDS	333	csgC			Curli assembly protein CsgC
GKLDPBFD_03738	CDS	312	ymdA			putative protein YmdA
GKLDPBFD_03739	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
GKLDPBFD_03740	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
GKLDPBFD_03741	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
GKLDPBFD_03742	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
GKLDPBFD_03743	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
GKLDPBFD_03744	CDS	228				hypothetical protein
GKLDPBFD_03745	CDS	375				hypothetical protein
GKLDPBFD_03746	CDS	1227	sbnD			Staphyloferrin B transporter
GKLDPBFD_03747	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
GKLDPBFD_03748	CDS	1053				hypothetical protein
GKLDPBFD_03749	CDS	576	yceI		COG2353	Protein YceI
GKLDPBFD_03750	CDS	567	yceJ		COG3038	Cytochrome b561 
GKLDPBFD_03751	CDS	114	yceO			putative protein YceO
GKLDPBFD_03752	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
GKLDPBFD_03753	CDS	255	bssS			Biofilm regulator BssS
GKLDPBFD_03754	CDS	246	dinI			DNA damage-inducible protein I
GKLDPBFD_03755	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
GKLDPBFD_03756	CDS	561	yceB			putative lipoprotein YceB
GKLDPBFD_03757	CDS	648	grxB		COG2999	Glutaredoxin 2
GKLDPBFD_03758	CDS	1209	mdtH			Multidrug resistance protein MdtH
GKLDPBFD_03759	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
GKLDPBFD_03760	CDS	648				hypothetical protein
GKLDPBFD_03761	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
GKLDPBFD_03762	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
GKLDPBFD_03763	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
GKLDPBFD_03764	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
GKLDPBFD_03765	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
GKLDPBFD_03766	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
GKLDPBFD_03767	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
GKLDPBFD_03768	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
GKLDPBFD_03769	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
GKLDPBFD_03770	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
GKLDPBFD_03771	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
GKLDPBFD_03772	CDS	699	flgH			Flagellar L-ring protein
GKLDPBFD_03773	CDS	1098	flgI			Flagellar P-ring protein
GKLDPBFD_03774	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
GKLDPBFD_03775	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
GKLDPBFD_03776	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
GKLDPBFD_03777	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
GKLDPBFD_03778	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
GKLDPBFD_03779	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
GKLDPBFD_03780	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
GKLDPBFD_03781	CDS	174	rpmF		COG0333	50S ribosomal protein L32
GKLDPBFD_03782	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
GKLDPBFD_03783	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GKLDPBFD_03784	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
GKLDPBFD_03785	CDS	735	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GKLDPBFD_03786	CDS	237	acpP_2			Acyl carrier protein
GKLDPBFD_03787	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GKLDPBFD_03788	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
GKLDPBFD_03789	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
GKLDPBFD_03790	CDS	642	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
GKLDPBFD_03791	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
GKLDPBFD_03792	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
GKLDPBFD_03793	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
GKLDPBFD_03794	CDS	441	fhuE_1		COG4773	FhuE receptor
GKLDPBFD_03795	CDS	1743	fhuE_2		COG4773	FhuE receptor
GKLDPBFD_03796	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
GKLDPBFD_03797	CDS	378				hypothetical protein
GKLDPBFD_03798	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
GKLDPBFD_03799	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
GKLDPBFD_03800	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
GKLDPBFD_03801	CDS	543				hypothetical protein
GKLDPBFD_03802	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
GKLDPBFD_03803	CDS	540				hypothetical protein
GKLDPBFD_03804	CDS	696	comR			HTH-type transcriptional repressor ComR
GKLDPBFD_03805	CDS	258	bhsA_2			Multiple stress resistance protein BhsA
GKLDPBFD_03806	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
GKLDPBFD_03807	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
GKLDPBFD_03808	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
GKLDPBFD_03809	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
GKLDPBFD_03810	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GKLDPBFD_03811	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
GKLDPBFD_03812	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
GKLDPBFD_03813	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
GKLDPBFD_03814	CDS	789	ycfZ			Inner membrane protein YcfZ
GKLDPBFD_03815	CDS	462	ymfA			Inner membrane protein YmfA
GKLDPBFD_03816	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
GKLDPBFD_03817	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
GKLDPBFD_03818	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
GKLDPBFD_03819	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
GKLDPBFD_03820	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
GKLDPBFD_03821	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
GKLDPBFD_03822	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
GKLDPBFD_03823	CDS	672	phoP			Transcriptional regulatory protein PhoP
GKLDPBFD_03824	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
GKLDPBFD_03825	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
GKLDPBFD_03826	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
GKLDPBFD_03827	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
GKLDPBFD_03828	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
GKLDPBFD_03829	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
GKLDPBFD_03830	CDS	405	ydfO		COG5562	putative protein YdfO
GKLDPBFD_03831	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
GKLDPBFD_03832	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
GKLDPBFD_03833	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
GKLDPBFD_03834	CDS	267	ariR			putative two-component-system connector protein AriR
GKLDPBFD_03835	CDS	249	ymgC			putative protein YmgC
GKLDPBFD_03836	CDS	1524	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
GKLDPBFD_03837	CDS	219	ymgF			Inner membrane protein YmgF
GKLDPBFD_03838	CDS	210				hypothetical protein
GKLDPBFD_03839	CDS	2322				hypothetical protein
GKLDPBFD_03840	CDS	330	ymgD			putative protein YmgD
GKLDPBFD_03841	CDS	285				hypothetical protein
GKLDPBFD_03842	CDS	327				putative autotransporter
GKLDPBFD_03843	CDS	267	minE		COG0851	Cell division topological specificity factor
GKLDPBFD_03844	CDS	813	minD		COG2894	Septum site-determining protein MinD
GKLDPBFD_03845	CDS	696	minC		COG0850	Septum site-determining protein MinC
GKLDPBFD_03846	CDS	369				hypothetical protein
GKLDPBFD_03847	CDS	402	pliG			Inhibitor of g-type lysozyme
GKLDPBFD_03848	CDS	294	ycgL		COG3100	Protein YcgL
GKLDPBFD_03849	CDS	660	ycgM		COG0179	putative protein YcgM
GKLDPBFD_03850	CDS	570				hypothetical protein
GKLDPBFD_03851	CDS	261	hlyE_1			Hemolysin E, chromosomal
GKLDPBFD_03852	CDS	510	hlyE_2			Hemolysin E, chromosomal
GKLDPBFD_03853	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
GKLDPBFD_03854	CDS	1269	umuC		COG0389	Protein UmuC
GKLDPBFD_03855	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
GKLDPBFD_03856	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
GKLDPBFD_03857	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
GKLDPBFD_03858	CDS	1533				hypothetical protein
GKLDPBFD_03859	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
GKLDPBFD_03860	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
GKLDPBFD_03861	CDS	150				hypothetical protein
GKLDPBFD_03862	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
GKLDPBFD_03863	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
GKLDPBFD_03864	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
GKLDPBFD_03865	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
GKLDPBFD_03866	CDS	255				hypothetical protein
GKLDPBFD_03867	CDS	441				hypothetical protein
GKLDPBFD_03868	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
GKLDPBFD_03869	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
GKLDPBFD_03870	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
GKLDPBFD_03871	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
GKLDPBFD_03872	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
GKLDPBFD_03873	CDS	1569	prn		COG3468	Pertactin autotransporter
GKLDPBFD_03874	CDS	1272				hypothetical protein
GKLDPBFD_03875	CDS	204				hypothetical protein
GKLDPBFD_03876	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
GKLDPBFD_03877	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GKLDPBFD_03878	CDS	279				hypothetical protein
GKLDPBFD_03879	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
GKLDPBFD_03880	CDS	1014	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GKLDPBFD_03881	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GKLDPBFD_03882	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
GKLDPBFD_03883	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GKLDPBFD_03884	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
GKLDPBFD_03885	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
GKLDPBFD_03886	CDS	393	ychQ		COG3094	Protein YchQ
GKLDPBFD_03887	CDS	810				hypothetical protein
GKLDPBFD_03888	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
GKLDPBFD_03889	CDS	108	ldrA_1			Small toxic polypeptide LdrA
GKLDPBFD_03890	CDS	108	ldrA_2			Small toxic polypeptide LdrA
GKLDPBFD_03891	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
GKLDPBFD_03892	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
GKLDPBFD_03893	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
GKLDPBFD_03894	CDS	354	ychN		COG1553	Protein YchN
GKLDPBFD_03895	CDS	1395				Invasin
GKLDPBFD_03896	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
GKLDPBFD_03897	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
GKLDPBFD_03898	CDS	219				hypothetical protein
GKLDPBFD_03899	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
GKLDPBFD_03900	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
GKLDPBFD_03901	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
GKLDPBFD_03902	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
GKLDPBFD_03903	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
GKLDPBFD_03904	tRNA	85				tRNA-Tyr(gta)
GKLDPBFD_03905	tRNA	85				tRNA-Tyr(gta)
GKLDPBFD_03906	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
GKLDPBFD_03907	CDS	459				hypothetical protein
GKLDPBFD_03908	CDS	945			COG1752	putative NTE family protein
GKLDPBFD_03909	CDS	1014	rssB		COG0784	Regulator of RpoS
GKLDPBFD_03910	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GKLDPBFD_03911	CDS	414	hns		COG2916	DNA-binding protein H-NS
GKLDPBFD_03912	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
GKLDPBFD_03913	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
GKLDPBFD_03914	CDS	648				hypothetical protein
GKLDPBFD_03915	CDS	156				hypothetical protein
GKLDPBFD_03916	CDS	162				hypothetical protein
GKLDPBFD_03917	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
GKLDPBFD_03918	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
GKLDPBFD_03919	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
GKLDPBFD_03920	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
GKLDPBFD_03921	CDS	1005	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDPBFD_03922	CDS	330				hypothetical protein
GKLDPBFD_03923	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
GKLDPBFD_03924	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
GKLDPBFD_03925	CDS	393				hypothetical protein
GKLDPBFD_03926	CDS	735	tonB		COG0810	Protein TonB
GKLDPBFD_03927	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
GKLDPBFD_03928	CDS	540	yciB		COG2917	putative intracellular septation protein A
GKLDPBFD_03929	CDS	744				hypothetical protein
GKLDPBFD_03930	CDS	639	ompW		COG3047	Outer membrane protein W
GKLDPBFD_03931	CDS	1131				hypothetical protein
GKLDPBFD_03932	CDS	2445				hypothetical protein
GKLDPBFD_03933	CDS	276				hypothetical protein
GKLDPBFD_03934	CDS	282				hypothetical protein
