locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPDANJCC_03506	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
OPDANJCC_03507	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OPDANJCC_03508	CDS	801	btuF_2		COG0614	Vitamin B12-binding protein
OPDANJCC_03509	CDS	624				hypothetical protein
OPDANJCC_03510	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
OPDANJCC_03511	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
OPDANJCC_03512	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OPDANJCC_03513	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
OPDANJCC_03514	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
OPDANJCC_03515	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
OPDANJCC_03516	CDS	2250	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
OPDANJCC_03517	CDS	1011				hypothetical protein
OPDANJCC_03518	CDS	2478	yraJ		COG3188	Outer membrane usher protein YraJ
OPDANJCC_03519	CDS	717	fimC_1			Chaperone protein FimC
OPDANJCC_03520	CDS	567				hypothetical protein
OPDANJCC_03521	CDS	2526	mrcB		COG0744	Penicillin-binding protein 1B
OPDANJCC_03522	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
OPDANJCC_03523	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
OPDANJCC_03524	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
OPDANJCC_03525	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
OPDANJCC_03526	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
OPDANJCC_03527	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
OPDANJCC_03528	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OPDANJCC_03529	CDS	585	yadN			putative fimbrial-like protein YadN
OPDANJCC_03530	CDS	741	yadV			putative fimbrial chaperone YadV
OPDANJCC_03531	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
OPDANJCC_03532	CDS	573	yadM			putative fimbrial-like protein YadM
OPDANJCC_03533	CDS	603	yadL			putative fimbrial-like protein YadL
OPDANJCC_03534	CDS	597	yadK			putative fimbrial-like protein YadK
OPDANJCC_03535	CDS	1254	yadC			putative fimbrial-like protein YadC
OPDANJCC_03536	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
OPDANJCC_03537	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
OPDANJCC_03538	CDS	198				hypothetical protein
OPDANJCC_03539	CDS	921				ISNCY family transposase ISRor2
OPDANJCC_03540	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
OPDANJCC_03541	CDS	1230				hypothetical protein
OPDANJCC_03542	CDS	441				hypothetical protein
OPDANJCC_03543	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
OPDANJCC_03544	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
OPDANJCC_03545	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
OPDANJCC_03546	CDS	549	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
OPDANJCC_03547	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
OPDANJCC_03548	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
OPDANJCC_03549	CDS	309				hypothetical protein
OPDANJCC_03550	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
OPDANJCC_03551	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
OPDANJCC_03552	CDS	363				hypothetical protein
OPDANJCC_03553	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
OPDANJCC_03554	CDS	1764				hypothetical protein
OPDANJCC_03555	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
OPDANJCC_03556	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OPDANJCC_03557	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
OPDANJCC_03558	CDS	765	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
OPDANJCC_03559	CDS	291	imm_1			Colicin-E7 immunity protein
OPDANJCC_03560	CDS	291	imm_2			Colicin-E7 immunity protein
OPDANJCC_03561	CDS	291	imm_3			Colicin-E7 immunity protein
OPDANJCC_03562	CDS	285	imm_4			Colicin-E7 immunity protein
OPDANJCC_03563	CDS	1782				hypothetical protein
OPDANJCC_03564	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
OPDANJCC_03565	CDS	855	ampE		COG3725	Protein AmpE
OPDANJCC_03566	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
OPDANJCC_03567	CDS	894	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
OPDANJCC_03568	CDS	441				hypothetical protein
OPDANJCC_03569	CDS	1140				hypothetical protein
OPDANJCC_03570	CDS	1203	epsF_2		COG1459	Type II secretion system protein F
OPDANJCC_03571	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
OPDANJCC_03572	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
OPDANJCC_03573	CDS	744	zapD		COG4582	Cell division protein ZapD
OPDANJCC_03574	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
OPDANJCC_03575	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
OPDANJCC_03576	CDS	2706	secA		COG0653	Protein translocase subunit SecA
OPDANJCC_03577	CDS	588	secM			Secretion monitor
OPDANJCC_03578	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OPDANJCC_03579	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
OPDANJCC_03580	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
OPDANJCC_03581	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
OPDANJCC_03582	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
OPDANJCC_03583	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
OPDANJCC_03584	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OPDANJCC_03585	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
OPDANJCC_03586	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
OPDANJCC_03587	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OPDANJCC_03588	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OPDANJCC_03589	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OPDANJCC_03590	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
OPDANJCC_03591	CDS	366	ftsL		COG3116	Cell division protein FtsL
OPDANJCC_03592	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
OPDANJCC_03593	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
OPDANJCC_03594	CDS	1005	cra_2		COG1609	Catabolite repressor/activator
OPDANJCC_03595	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
OPDANJCC_03596	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
OPDANJCC_03597	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
OPDANJCC_03598	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
OPDANJCC_03599	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
OPDANJCC_03600	CDS	1401	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
OPDANJCC_03601	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
OPDANJCC_03602	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
OPDANJCC_03603	CDS	1656	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
OPDANJCC_03604	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
OPDANJCC_03605	CDS	1611				hypothetical protein
OPDANJCC_03606	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
OPDANJCC_03607	CDS	765	yabI		COG0586	Inner membrane protein YabI
OPDANJCC_03608	CDS	1488				hypothetical protein
OPDANJCC_03609	CDS	438				hypothetical protein
OPDANJCC_03610	CDS	954				hypothetical protein
OPDANJCC_03611	CDS	924	dapA_3	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
OPDANJCC_03612	CDS	1233	RBKS_2	2.7.1.15		Ribokinase
OPDANJCC_03613	CDS	846	araC			Arabinose operon regulatory protein
OPDANJCC_03614	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
OPDANJCC_03615	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
OPDANJCC_03616	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
OPDANJCC_03617	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
OPDANJCC_03618	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
OPDANJCC_03619	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
OPDANJCC_03620	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
OPDANJCC_03621	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
OPDANJCC_03622	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
OPDANJCC_03623	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
OPDANJCC_03624	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
OPDANJCC_03625	CDS	378	apaG		COG2967	Protein ApaG
OPDANJCC_03626	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
OPDANJCC_03627	CDS	285				hypothetical protein
OPDANJCC_03628	CDS	234				hypothetical protein
OPDANJCC_03629	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
OPDANJCC_03630	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OPDANJCC_03631	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
OPDANJCC_03632	CDS	1332	ygcS_2			Inner membrane metabolite transport protein YgcS
OPDANJCC_03633	CDS	288	fixX_3		COG2440	Ferredoxin-like protein FixX
OPDANJCC_03634	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
OPDANJCC_03635	CDS	942	fixB_3		COG2025	Protein FixB
OPDANJCC_03636	CDS	771	fixA_2		COG2086	Protein FixA
OPDANJCC_03637	CDS	1515	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
OPDANJCC_03638	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
OPDANJCC_03639	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
OPDANJCC_03640	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
OPDANJCC_03641	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
OPDANJCC_03642	CDS	591	yrdA_2		COG0663	Protein YrdA
OPDANJCC_03643	CDS	396				hypothetical protein
OPDANJCC_03644	CDS	219				hypothetical protein
OPDANJCC_03645	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
OPDANJCC_03646	CDS	1149	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
OPDANJCC_03647	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
OPDANJCC_03648	CDS	366				hypothetical protein
OPDANJCC_03649	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
OPDANJCC_03650	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
OPDANJCC_03651	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
OPDANJCC_03652	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
OPDANJCC_03653	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
OPDANJCC_03654	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
OPDANJCC_03655	CDS	264	rpsT		COG0268	30S ribosomal protein S20
OPDANJCC_03656	CDS	1374	xylP			Isoprimeverose transporter
OPDANJCC_03657	CDS	2040				hypothetical protein
OPDANJCC_03658	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
OPDANJCC_03659	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
OPDANJCC_03660	CDS	1260				hypothetical protein
OPDANJCC_03661	CDS	1494		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
OPDANJCC_03662	CDS	762				hypothetical protein
OPDANJCC_03663	CDS	153	hokC			Toxic protein HokC
OPDANJCC_03664	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
OPDANJCC_03665	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
OPDANJCC_03666	CDS	405				hypothetical protein
OPDANJCC_03667	CDS	714				hypothetical protein
OPDANJCC_03668	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
OPDANJCC_03669	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
OPDANJCC_03670	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
OPDANJCC_03671	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
OPDANJCC_03672	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
OPDANJCC_03673	CDS	297				hypothetical protein
OPDANJCC_03674	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
OPDANJCC_03675	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
OPDANJCC_03676	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
OPDANJCC_03677	CDS	687	trmH_1	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
OPDANJCC_03678	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
OPDANJCC_03679	CDS	1353	creD		COG4452	Inner membrane protein CreD
OPDANJCC_03680	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
OPDANJCC_03681	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
OPDANJCC_03682	CDS	474				hypothetical protein
OPDANJCC_03683	CDS	870	rob_2		COG2207	Right origin-binding protein
OPDANJCC_03684	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
OPDANJCC_03685	CDS	528	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
OPDANJCC_03686	CDS	297	trpR		COG2973	Trp operon repressor
OPDANJCC_03687	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
OPDANJCC_03688	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
OPDANJCC_03689	CDS	1233	nadR_1		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
OPDANJCC_03690	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
OPDANJCC_03691	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
OPDANJCC_03692	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
OPDANJCC_03693	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
OPDANJCC_03694	CDS	1332	yjjJ	2.-.-.-		Toxin YjjJ
OPDANJCC_03695	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
OPDANJCC_03696	CDS	1224	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
OPDANJCC_03697	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
OPDANJCC_03698	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
OPDANJCC_03699	CDS	1551	yjjI			putative protein YjjI
OPDANJCC_03700	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
OPDANJCC_03701	CDS	783	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
OPDANJCC_03702	CDS	1074				hypothetical protein
OPDANJCC_03703	CDS	162				hypothetical protein
OPDANJCC_03704	CDS	606	osmY_2		COG2823	Osmotically-inducible protein Y
OPDANJCC_03705	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
OPDANJCC_03706	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
OPDANJCC_03707	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
OPDANJCC_03708	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
OPDANJCC_03709	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
OPDANJCC_03710	tRNA	87				tRNA-Leu(cag)
OPDANJCC_03711	tRNA	87				tRNA-Leu(cag)
OPDANJCC_03712	tRNA	87				tRNA-Leu(cag)
OPDANJCC_03713	CDS	237				hypothetical protein
OPDANJCC_03714	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
OPDANJCC_03715	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
OPDANJCC_03716	CDS	726	yjjQ			Putative transcription factor YjjQ
OPDANJCC_03717	CDS	834	yjjP		COG2966	Inner membrane protein YjjP
OPDANJCC_03718	CDS	474				hypothetical protein
OPDANJCC_03719	CDS	540	dnaT			Primosomal protein 1
OPDANJCC_03720	CDS	738	dnaC_2		COG1484	DNA replication protein DnaC
OPDANJCC_03721	CDS	495				hypothetical protein
OPDANJCC_03722	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
OPDANJCC_03723	CDS	1023	lgoD_2	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
OPDANJCC_03724	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
OPDANJCC_03725	CDS	1362	lgoT			putative L-galactonate transporter
OPDANJCC_03726	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
OPDANJCC_03727	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
OPDANJCC_03728	CDS	204				hypothetical protein
OPDANJCC_03729	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
OPDANJCC_03730	CDS	303				hypothetical protein
OPDANJCC_03731	CDS	288				hypothetical protein
OPDANJCC_03732	CDS	1167				hypothetical protein
OPDANJCC_03733	CDS	1620				hypothetical protein
OPDANJCC_03734	CDS	1305				hypothetical protein
OPDANJCC_03735	CDS	3264				hypothetical protein
OPDANJCC_03736	CDS	339	symE	3.1.-.-		Toxic protein SymE
OPDANJCC_03737	CDS	165				hypothetical protein
OPDANJCC_03738	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
OPDANJCC_03739	CDS	957				ISNCY family transposase ISRor2
OPDANJCC_03740	CDS	1233	mdtM			Multidrug resistance protein MdtM
OPDANJCC_03741	CDS	1281				hypothetical protein
OPDANJCC_03742	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
OPDANJCC_03743	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
OPDANJCC_03744	CDS	258				hypothetical protein
OPDANJCC_03745	CDS	972	yjiK		COG3204	putative protein YjiK
OPDANJCC_03746	CDS	1179				hypothetical protein
OPDANJCC_03747	CDS	555	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
OPDANJCC_03748	CDS	684				hypothetical protein
OPDANJCC_03749	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
OPDANJCC_03750	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
OPDANJCC_03751	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
OPDANJCC_03752	CDS	393	iraD			Anti-adapter protein IraD
OPDANJCC_03753	CDS	579				hypothetical protein
OPDANJCC_03754	CDS	726	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
OPDANJCC_03755	CDS	195				hypothetical protein
OPDANJCC_03756	CDS	1461	por_3	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OPDANJCC_03757	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
OPDANJCC_03758	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
OPDANJCC_03759	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
OPDANJCC_03760	CDS	504	fimG_2			Protein FimG
OPDANJCC_03761	CDS	531	fimF_2			Protein FimF
OPDANJCC_03762	CDS	2637	fimD_2		COG3188	Outer membrane usher protein FimD
OPDANJCC_03763	CDS	726	fimC_2			Chaperone protein FimC
OPDANJCC_03764	CDS	498	lpfA			putative major fimbrial subunit LpfA
OPDANJCC_03765	CDS	549				Fimbrial subunit type 1
OPDANJCC_03766	CDS	597				ISKra4 family transposase ISCep1
OPDANJCC_03767	CDS	519				hypothetical protein
OPDANJCC_03768	CDS	1221				ISL3 family transposase ISEc53
OPDANJCC_03769	CDS	396				hypothetical protein
OPDANJCC_03770	CDS	717	nanC_2			putative N-acetylneuraminic acid outer membrane channel protein NanC
OPDANJCC_03771	CDS	1107	nanM_2	5.1.3.24	COG3055	N-acetylneuraminate epimerase
OPDANJCC_03772	CDS	981	nanS_2	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
OPDANJCC_03773	CDS	1044				hypothetical protein
OPDANJCC_03774	CDS	303				IS3 family transposase ISEc52
OPDANJCC_03775	CDS	633				IS3 family transposase ISEc52
OPDANJCC_03776	CDS	258				hypothetical protein
OPDANJCC_03777	CDS	552				hypothetical protein
OPDANJCC_03778	CDS	747	yjhP			putative protein YjhP
OPDANJCC_03779	CDS	261				hypothetical protein
OPDANJCC_03780	CDS	1122	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
OPDANJCC_03781	CDS	279	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
OPDANJCC_03782	CDS	1314	gatC_3		COG3775	PTS system galactitol-specific EIIC component
OPDANJCC_03783	CDS	807				hypothetical protein
OPDANJCC_03784	CDS	432				hypothetical protein
OPDANJCC_03785	CDS	633	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
OPDANJCC_03786	CDS	783	srlR_6		COG1349	Glucitol operon repressor
OPDANJCC_03787	CDS	789	kdgR_2		COG1414	Transcriptional regulator KdgR
OPDANJCC_03788	CDS	960	yjhH	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
OPDANJCC_03789	CDS	1968	yjhG	4.2.1.82	COG0129	D-xylonate dehydratase YjhG
OPDANJCC_03790	CDS	1350	idnT		COG2610	Gnt-II system L-idonate transporter
OPDANJCC_03791	CDS	987	deoR_2		COG2390	Deoxyribonucleoside regulator
OPDANJCC_03792	CDS	1005				hypothetical protein
OPDANJCC_03793	CDS	642	fucA_2	4.1.2.17	COG0235	L-fuculose phosphate aldolase
OPDANJCC_03794	CDS	1116	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
OPDANJCC_03795	CDS	1260	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
OPDANJCC_03796	CDS	633				IS3 family transposase ISEc52
OPDANJCC_03797	CDS	303				IS3 family transposase ISEc52
OPDANJCC_03798	CDS	255	glyG			Glycosyltransferase GlyG
OPDANJCC_03799	CDS	2076				hypothetical protein
OPDANJCC_03800	CDS	1287				hypothetical protein
OPDANJCC_03801	CDS	1740				hypothetical protein
OPDANJCC_03802	CDS	1191				hypothetical protein
OPDANJCC_03803	CDS	1623				hypothetical protein
OPDANJCC_03804	CDS	426				hypothetical protein
OPDANJCC_03805	CDS	156				hypothetical protein
OPDANJCC_03806	CDS	177				hypothetical protein
OPDANJCC_03807	CDS	489				hypothetical protein
OPDANJCC_03808	CDS	378	cbtA_3			Cytoskeleton-binding toxin CbtA
OPDANJCC_03809	CDS	369	cbeA_3			Cytoskeleton bundling-enhancing antitoxin CbeA
OPDANJCC_03810	CDS	114				hypothetical protein
OPDANJCC_03811	CDS	222				hypothetical protein
OPDANJCC_03812	CDS	477				hypothetical protein
OPDANJCC_03813	CDS	474	klcA_3			Antirestriction protein KlcA
OPDANJCC_03814	CDS	819				hypothetical protein
OPDANJCC_03815	CDS	159				hypothetical protein
OPDANJCC_03816	CDS	2847	flu_3		COG3468	Antigen 43
OPDANJCC_03817	CDS	873	era_3			GTPase Era
OPDANJCC_03818	CDS	918				hypothetical protein
OPDANJCC_03819	CDS	378			COG1662	IS1 family transposase IS1X2
OPDANJCC_03820	CDS	276			COG1662	IS1 family transposase IS1D
OPDANJCC_03821	CDS	129				hypothetical protein
OPDANJCC_03822	CDS	603				hypothetical protein
OPDANJCC_03823	CDS	207				hypothetical protein
OPDANJCC_03824	CDS	570				hypothetical protein
OPDANJCC_03825	CDS	402				hypothetical protein
OPDANJCC_03826	CDS	435				hypothetical protein
OPDANJCC_03827	CDS	237				hypothetical protein
OPDANJCC_03828	CDS	381				hypothetical protein
OPDANJCC_03829	CDS	348				hypothetical protein
OPDANJCC_03830	CDS	1386				IS66 family transposase ISEc8
OPDANJCC_03831	CDS	1359				hypothetical protein
OPDANJCC_03832	CDS	210			COG1662	IS1 family transposase IS1F
OPDANJCC_03833	CDS	522	fecI		COG1595	putative RNA polymerase sigma factor FecI
OPDANJCC_03834	CDS	954	fecR		COG3712	Protein FecR
OPDANJCC_03835	CDS	2325	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
OPDANJCC_03836	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
OPDANJCC_03837	CDS	999	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
OPDANJCC_03838	CDS	957	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
OPDANJCC_03839	CDS	768	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
OPDANJCC_03840	CDS	258				hypothetical protein
OPDANJCC_03841	CDS	243				IS3 family transposase ISLad1
OPDANJCC_03842	CDS	414				hypothetical protein
OPDANJCC_03843	CDS	303				IS3 family transposase ISSfl10
OPDANJCC_03844	CDS	819				IS3 family transposase ISSd1
OPDANJCC_03845	CDS	1998			COG1292	Glycine betaine transporter
OPDANJCC_03846	CDS	159				hypothetical protein
OPDANJCC_03847	CDS	1278				hypothetical protein
